ASV,zr2757_10V3V4,zr2757_1V3V4,zr2757_2V3V4,zr2757_3V3V4,zr2757_4V3V4,zr2757_5V3V4,zr2757_6V3V4,zr2757_7V3V4,zr2757_8V3V4,zr2757_9V3V4
ASV_1061,0,0,9,0,0,29,23,0,2,7
ASV_1062,24,7,2,2,2,0,10,17,4,1
ASV_1063,20,10,0,10,9,0,2,17,0,1
ASV_1064,17,6,0,4,1,4,9,21,3,4
ASV_1065,14,15,0,8,14,0,0,18,0,0
ASV_1066,13,7,0,12,18,0,1,18,0,0
ASV_1067,9,2,4,3,4,5,12,16,6,8
ASV_1068,6,2,9,4,13,8,2,13,6,6
ASV_1069,5,2,6,6,0,2,7,11,7,23
ASV_1070,3,0,1,14,10,5,29,3,4,0
ASV_1071,3,0,6,3,11,14,11,6,6,9
ASV_1072,2,27,0,3,9,0,0,28,0,0
ASV_1073,1,1,6,6,21,9,8,7,6,4
ASV_1074,0,0,28,0,0,0,0,0,33,8
ASV_1075,0,0,0,33,36,0,0,0,0,0
ASV_1076,38,4,2,0,0,0,4,19,1,0
ASV_1077,34,4,0,0,0,0,0,30,0,0
ASV_1078,29,2,0,6,8,0,0,23,0,0
ASV_1079,23,3,0,1,0,6,0,35,0,0
ASV_1080,16,3,3,0,4,2,2,28,8,2
ASV_1081,13,7,3,14,16,1,2,11,1,0
ASV_1082,9,9,1,6,6,14,11,7,4,1
ASV_1083,7,5,7,0,3,6,0,30,9,1
ASV_1084,5,6,1,8,32,3,4,6,2,1
ASV_1085,5,0,3,0,0,8,12,15,23,2
ASV_1086,5,1,7,7,1,3,12,6,6,20
ASV_1087,4,1,12,4,7,8,22,7,1,2
ASV_1088,0,0,12,11,28,1,8,0,2,6
ASV_1089,0,0,1,31,34,0,0,0,2,0
ASV_1090,30,11,0,0,0,1,0,25,0,0
ASV_1091,29,11,0,0,0,0,0,26,0,1
ASV_1092,19,2,1,0,1,5,14,18,2,5
ASV_1093,18,6,4,3,10,3,3,16,0,4
ASV_1094,13,15,0,13,8,0,0,18,0,0
ASV_1095,11,23,0,9,14,1,0,9,0,0
ASV_1096,8,4,6,3,5,1,17,17,3,3
ASV_1097,8,7,1,5,32,3,6,3,1,1
ASV_1098,7,3,8,3,2,11,8,20,0,5
ASV_1099,7,1,1,17,27,3,1,9,1,0
ASV_1100,7,6,2,16,22,0,2,9,3,0
ASV_1101,5,10,6,12,23,1,0,7,2,1
ASV_1102,4,8,2,8,30,5,3,6,1,0
ASV_1103,4,1,5,4,20,0,20,6,2,5
ASV_1104,3,1,10,11,8,7,5,6,11,5
ASV_1105,1,1,10,17,31,4,1,0,1,1
ASV_1106,1,1,6,3,0,7,6,4,35,4
ASV_1107,1,1,2,23,31,4,3,0,2,0
ASV_1108,0,3,9,0,2,8,8,3,26,8
ASV_1109,0,0,8,3,19,1,27,0,5,4
ASV_1110,0,0,0,16,51,0,0,0,0,0
ASV_1111,25,3,0,0,0,0,0,38,0,0
ASV_1112,10,2,0,11,5,2,10,13,9,4
ASV_1113,7,3,3,2,6,10,10,17,5,3
ASV_1114,4,5,4,7,14,7,7,10,3,5
ASV_1115,4,2,12,13,7,5,4,7,8,4
ASV_1116,3,6,1,1,0,44,3,1,7,0
ASV_1117,3,16,0,28,14,0,0,5,0,0
ASV_1118,1,0,16,0,0,11,17,1,15,5
ASV_1119,1,0,12,0,1,5,3,1,25,18
ASV_1120,0,7,5,14,36,1,1,1,1,0
ASV_1121,0,7,4,14,32,0,3,1,2,3
ASV_1122,0,4,8,22,12,6,1,2,5,6
ASV_1123,26,0,0,0,0,8,1,30,0,0
ASV_1124,19,4,2,5,7,2,5,21,0,0
ASV_1125,16,10,1,6,17,1,3,10,1,0
ASV_1126,15,1,1,9,9,6,8,9,0,7
ASV_1127,15,6,1,4,18,0,2,16,1,2
ASV_1128,14,12,1,5,4,1,4,24,0,0
ASV_1129,11,1,3,6,7,11,5,13,6,2
ASV_1130,11,9,2,10,9,8,3,4,5,4
ASV_1131,10,6,0,7,27,0,4,11,0,0
ASV_1132,10,3,0,0,0,6,7,39,0,0
ASV_1133,9,0,6,0,1,34,2,9,4,0
ASV_1134,7,5,5,5,8,1,8,15,4,7
ASV_1135,5,2,12,1,3,8,3,12,17,2
ASV_1136,4,0,2,21,26,8,0,2,2,0
ASV_1137,3,1,10,2,1,25,4,0,15,4
ASV_1138,3,0,0,0,0,54,3,4,0,1
ASV_1139,1,8,4,11,16,9,7,9,0,0
ASV_1140,1,6,2,14,11,4,18,0,2,7
ASV_1141,0,11,2,5,3,0,37,0,2,5
ASV_1142,0,0,28,1,1,0,1,0,21,13
ASV_1143,0,0,3,9,39,0,2,0,7,5
ASV_1144,21,1,0,0,0,20,3,19,0,0
ASV_1145,18,1,2,4,2,6,2,23,5,1
ASV_1146,13,7,1,10,16,1,4,9,0,3
ASV_1147,11,3,0,5,11,1,14,19,0,0
ASV_1148,11,5,3,4,10,3,15,6,4,3
ASV_1149,9,8,0,18,20,2,2,5,0,0
ASV_1150,8,7,4,10,13,6,10,5,0,1
ASV_1151,6,1,2,7,8,2,23,6,2,7
ASV_1152,5,7,4,2,10,5,11,15,3,2
ASV_1153,4,0,4,3,17,15,9,7,2,3
ASV_1154,4,9,6,4,6,6,11,6,0,12
ASV_1155,3,5,1,14,18,8,9,4,0,2
ASV_1156,0,2,6,6,18,11,9,5,1,6
ASV_1157,0,2,21,2,4,5,1,3,23,3
ASV_1158,0,0,30,0,0,0,0,0,24,10
ASV_1159,0,0,22,0,2,16,3,0,13,8
ASV_1160,0,0,5,0,2,22,8,3,18,6
ASV_1161,15,1,3,0,0,10,13,17,3,1
ASV_1162,13,1,7,2,5,7,6,17,3,2
ASV_1163,12,2,6,0,0,17,9,12,4,1
ASV_1164,8,21,2,6,2,3,7,10,1,3
ASV_1165,7,13,2,4,7,8,11,11,0,0
ASV_1166,4,5,12,2,11,14,2,6,4,3
ASV_1167,4,2,1,1,7,27,3,15,3,0
ASV_1168,3,5,2,16,14,5,0,11,5,2
ASV_1169,1,1,1,2,3,47,3,4,0,1
ASV_1170,0,1,9,18,20,7,4,0,0,4
ASV_1171,0,1,8,11,9,10,0,2,10,12
ASV_1172,0,0,13,0,0,0,0,0,20,30
ASV_1173,0,0,11,4,5,6,14,8,6,9
ASV_1174,0,0,9,9,23,1,8,0,7,6
ASV_1175,17,8,0,4,5,10,3,14,1,0
ASV_1176,16,2,2,0,2,11,13,16,0,0
ASV_1177,14,7,1,7,9,2,0,21,1,0
ASV_1178,14,14,0,7,8,0,0,19,0,0
ASV_1179,13,5,0,13,25,0,0,6,0,0
ASV_1180,12,9,0,10,10,0,0,21,0,0
ASV_1181,10,0,6,1,9,3,15,15,2,1
ASV_1182,8,23,0,9,12,0,3,7,0,0
ASV_1183,7,1,1,0,0,27,13,13,0,0
ASV_1184,5,17,0,10,20,1,0,9,0,0
ASV_1185,5,19,3,3,9,0,0,20,3,0
ASV_1186,4,2,8,3,18,1,8,4,12,2
ASV_1187,4,0,10,6,10,2,1,10,15,4
ASV_1188,4,3,4,7,21,4,16,1,1,1
ASV_1189,3,6,5,12,13,11,3,7,2,0
ASV_1190,3,3,4,6,17,7,9,10,0,3
ASV_1191,2,6,3,13,7,3,20,4,4,0
ASV_1192,2,2,11,0,0,2,13,2,19,11
ASV_1193,1,3,1,0,0,0,37,18,0,2
ASV_1194,1,1,6,3,47,0,0,0,1,3
ASV_1195,0,0,15,0,0,1,4,0,35,7
ASV_1196,0,0,10,1,1,6,15,0,24,5
ASV_1197,0,0,6,0,1,40,10,0,3,2
ASV_1198,15,2,1,0,3,10,7,19,2,2
ASV_1199,14,5,2,3,8,3,14,10,1,1
ASV_1200,11,4,0,19,7,2,8,9,0,1
ASV_1201,10,11,2,10,9,0,2,9,0,8
ASV_1202,6,2,3,5,2,5,10,10,5,13
ASV_1203,6,0,12,4,2,5,8,5,8,11
ASV_1204,3,0,2,20,30,0,2,1,1,2
ASV_1205,2,1,3,1,1,21,3,16,12,1
ASV_1206,1,0,3,3,5,17,12,0,13,7
ASV_1207,1,0,2,4,1,2,48,0,1,2
ASV_1208,0,2,9,10,18,3,4,6,3,6
ASV_1209,0,1,1,9,36,1,3,4,3,3
ASV_1210,0,0,21,0,5,7,8,0,20,0
ASV_1211,0,0,13,0,0,0,3,0,31,14
ASV_1212,0,0,11,0,1,30,2,0,4,13
ASV_1213,0,0,6,1,0,16,2,0,24,12
ASV_1214,0,0,4,19,18,0,1,0,2,17
ASV_1215,0,0,2,0,0,51,3,0,5,0
ASV_1216,28,2,0,0,0,2,0,28,0,0
ASV_1217,18,10,0,10,10,0,0,12,0,0
ASV_1218,17,2,3,6,9,2,2,17,1,1
ASV_1219,15,6,0,3,2,2,16,6,2,8
ASV_1220,13,3,0,14,1,9,8,11,0,1
ASV_1221,12,5,0,13,21,0,1,8,0,0
ASV_1222,11,11,5,5,3,9,4,8,0,4
ASV_1223,10,3,1,13,22,0,0,11,0,0
ASV_1224,10,30,0,0,0,0,0,20,0,0
ASV_1225,10,12,2,6,10,2,5,9,0,4
ASV_1226,9,26,0,3,16,3,0,3,0,0
ASV_1227,8,3,1,0,0,15,22,5,4,2
ASV_1228,8,3,0,0,0,25,16,8,0,0
ASV_1229,8,2,0,28,10,2,6,4,0,0
ASV_1230,6,15,8,0,0,0,5,12,10,4
ASV_1231,5,3,5,0,1,5,0,26,11,4
ASV_1232,5,1,3,0,2,12,15,18,2,2
ASV_1233,5,2,0,14,38,0,0,1,0,0
ASV_1234,4,1,0,1,3,22,26,3,0,0
ASV_1235,4,3,3,8,10,2,7,11,10,2
ASV_1236,4,6,3,4,11,6,16,8,1,1
ASV_1237,2,7,5,6,15,3,7,13,0,2
ASV_1238,2,0,8,4,21,6,9,3,2,5
ASV_1239,2,1,3,12,36,1,1,2,2,0
ASV_1240,2,1,1,15,36,3,1,1,0,0
ASV_1241,1,0,6,4,4,7,16,3,14,5
ASV_1242,0,4,4,2,14,0,11,3,8,14
ASV_1243,0,2,2,3,15,2,27,0,1,8
ASV_1244,0,0,25,0,0,0,0,0,29,6
ASV_1245,0,0,6,12,38,0,0,0,4,0
ASV_1246,16,10,0,4,13,3,4,7,0,2
ASV_1247,13,2,8,1,1,13,2,14,5,0
ASV_1248,9,4,0,13,19,2,0,11,1,0
ASV_1249,8,2,0,14,21,2,0,12,0,0
ASV_1250,7,0,2,6,28,0,2,13,0,1
ASV_1251,4,9,5,4,11,3,14,7,0,2
ASV_1252,3,5,7,6,5,3,11,8,8,3
ASV_1253,3,0,10,1,6,22,1,3,9,4
ASV_1254,3,1,5,5,22,3,3,0,13,4
ASV_1255,2,2,4,6,19,9,1,9,3,4
ASV_1256,2,0,0,20,27,0,9,1,0,0
ASV_1257,2,2,2,3,19,18,7,0,1,5
ASV_1258,2,1,5,0,0,7,34,1,3,6
ASV_1259,2,2,3,5,15,4,3,14,10,1
ASV_1260,1,2,3,8,22,4,3,5,5,6
ASV_1261,1,0,2,9,28,6,5,0,7,1
ASV_1262,1,0,12,3,27,5,2,1,4,4
ASV_1263,0,3,7,10,39,0,0,0,0,0
ASV_1264,0,0,34,0,0,0,1,0,11,13
ASV_1265,0,0,31,0,1,3,3,0,12,9
ASV_1266,0,0,20,0,0,12,5,0,13,9
ASV_1267,0,0,19,0,1,15,4,2,9,9
ASV_1268,26,6,0,2,3,2,0,19,0,0
ASV_1269,19,0,1,5,8,3,8,14,0,0
ASV_1270,19,5,3,0,0,2,0,20,9,0
ASV_1271,19,13,0,1,2,2,1,20,0,0
ASV_1272,18,2,0,1,5,1,0,31,0,0
ASV_1273,17,3,0,0,5,14,5,13,1,0
ASV_1274,16,10,1,4,1,7,3,16,0,0
ASV_1275,13,9,0,0,8,14,0,14,0,0
ASV_1276,12,8,0,1,5,8,4,19,1,0
ASV_1277,11,5,3,8,11,5,4,10,1,0
ASV_1278,11,1,2,3,13,17,1,6,2,2
ASV_1279,10,11,0,12,7,3,3,7,1,4
ASV_1280,4,0,0,0,1,25,6,21,0,1
ASV_1281,1,10,11,6,20,0,3,6,0,1
ASV_1282,0,1,18,9,20,0,4,0,3,3
ASV_1283,0,0,25,1,7,0,1,0,12,12
ASV_1284,0,0,14,0,0,1,16,0,10,17
ASV_1285,0,0,6,8,40,0,1,1,1,1
ASV_1286,33,3,0,2,6,0,0,13,0,0
ASV_1287,26,3,0,0,0,0,0,28,0,0
ASV_1288,16,3,4,4,13,3,1,9,3,1
ASV_1289,15,3,3,4,2,7,1,19,2,1
ASV_1290,10,7,1,1,6,3,13,16,0,0
ASV_1291,10,2,3,2,3,0,22,6,1,8
ASV_1292,6,15,1,10,7,1,4,12,1,0
ASV_1293,6,3,5,1,5,5,9,3,13,7
ASV_1294,5,0,0,7,3,22,12,6,2,0
ASV_1295,5,4,2,3,5,8,2,19,8,1
ASV_1296,4,1,9,1,5,8,8,14,3,4
ASV_1297,3,1,10,1,12,4,12,3,5,6
ASV_1298,3,13,6,2,12,2,2,15,0,2
ASV_1299,1,1,3,4,15,16,3,6,8,0
ASV_1300,1,1,0,6,46,0,0,3,0,0
ASV_1301,1,2,5,13,31,0,1,4,0,0
ASV_1302,0,2,3,4,32,4,4,0,8,0
ASV_1303,0,1,13,9,29,0,1,0,4,0
ASV_1304,0,0,25,0,0,0,16,0,9,7
ASV_1305,0,0,15,1,0,1,13,0,17,10
ASV_1306,0,0,11,0,0,0,0,0,16,30
ASV_1307,0,0,4,9,22,2,4,0,6,10
ASV_1308,0,0,1,4,2,5,15,0,13,17
ASV_1309,13,7,0,6,3,10,4,12,0,1
ASV_1310,13,3,1,9,11,1,1,17,0,0
ASV_1311,11,1,0,0,6,2,12,23,1,0
ASV_1312,10,6,0,8,17,3,2,10,0,0
ASV_1313,9,3,0,16,15,0,0,13,0,0
ASV_1314,9,7,0,0,22,3,2,13,0,0
ASV_1315,7,1,5,2,10,1,9,3,15,3
ASV_1316,6,2,11,2,9,5,6,10,2,3
ASV_1317,5,1,3,5,8,14,5,7,3,5
ASV_1318,5,12,1,15,14,0,1,7,0,1
ASV_1319,5,5,8,4,7,5,5,8,5,4
ASV_1320,5,1,6,2,2,0,2,5,12,21
ASV_1321,3,1,8,5,28,2,0,3,5,1
ASV_1322,3,9,3,9,10,2,6,8,3,3
ASV_1323,2,1,0,13,34,1,0,5,0,0
ASV_1324,1,5,1,11,35,0,2,1,0,0
ASV_1325,1,2,2,9,37,0,1,4,0,0
ASV_1326,1,3,3,5,27,4,6,5,2,0
ASV_1327,1,3,1,0,7,18,22,4,0,0
ASV_1328,0,2,4,10,39,0,1,0,0,0
ASV_1329,0,2,1,28,22,1,0,1,0,1
ASV_1330,0,1,2,8,13,8,5,5,3,11
ASV_1331,0,1,12,1,1,0,0,0,35,6
ASV_1332,0,0,26,1,8,0,1,0,15,5
ASV_1333,0,0,0,47,9,0,0,0,0,0
ASV_1334,17,1,7,4,7,2,2,7,3,5
ASV_1335,16,6,0,9,13,0,1,10,0,0
ASV_1336,16,7,0,8,6,3,0,9,2,4
ASV_1337,13,0,3,2,25,4,1,3,4,0
ASV_1338,13,1,0,0,0,15,7,19,0,0
ASV_1339,11,14,0,9,10,0,0,11,0,0
ASV_1340,10,6,0,17,16,0,1,5,0,0
ASV_1341,10,9,0,1,1,0,4,24,2,4
ASV_1342,9,0,1,1,22,0,1,21,0,0
ASV_1343,8,1,1,8,7,7,12,7,0,4
ASV_1344,8,6,2,8,15,2,5,9,0,0
ASV_1345,7,5,3,4,3,12,12,7,1,1
ASV_1346,6,0,7,2,0,11,9,3,13,4
ASV_1347,6,8,0,18,5,0,2,14,0,2
ASV_1348,4,6,4,3,14,5,4,9,2,4
ASV_1349,4,4,1,11,17,8,0,4,6,0
ASV_1350,2,1,5,7,5,7,16,5,4,3
ASV_1351,2,5,1,12,12,3,4,7,4,5
ASV_1352,1,1,0,8,42,2,0,0,1,0
ASV_1353,1,0,10,1,5,8,4,1,22,3
ASV_1354,1,0,14,2,5,9,6,0,16,2
ASV_1355,1,0,20,5,10,2,3,4,7,3
ASV_1356,0,2,6,11,2,13,12,1,2,6
ASV_1357,0,0,18,0,0,1,2,0,29,5
ASV_1358,0,0,17,0,0,2,3,0,30,3
ASV_1359,0,0,14,0,0,2,3,1,22,13
ASV_1360,0,0,12,0,2,3,15,0,17,6
ASV_1361,0,0,8,3,0,9,11,0,8,16
ASV_1362,0,0,6,14,24,2,4,0,4,1
ASV_1363,0,0,4,1,0,18,10,4,5,13
ASV_1364,0,0,3,28,19,2,0,0,1,2
ASV_1365,30,0,0,0,0,0,0,24,0,0
ASV_1366,18,15,0,1,2,0,0,18,0,0
ASV_1367,18,0,0,0,0,10,1,25,0,0
ASV_1368,16,6,1,7,10,1,3,10,0,0
ASV_1369,14,5,0,9,10,1,2,9,4,0
ASV_1370,14,2,0,0,0,6,14,17,0,1
ASV_1371,14,3,3,4,7,11,2,6,1,3
ASV_1372,13,0,4,5,4,5,0,21,1,1
ASV_1373,13,1,0,0,4,14,6,10,2,4
ASV_1374,9,11,3,1,1,12,8,3,1,5
ASV_1375,8,3,4,0,3,15,10,7,3,1
ASV_1376,8,2,0,8,13,4,3,15,1,0
ASV_1377,6,3,5,1,0,2,14,2,9,12
ASV_1378,5,4,0,10,9,6,1,18,0,1
ASV_1379,5,3,0,14,21,0,3,8,0,0
ASV_1380,5,2,7,0,0,19,3,4,6,8
ASV_1381,2,0,7,4,9,5,19,0,3,5
ASV_1382,1,13,1,12,13,4,0,8,0,2
ASV_1383,1,0,24,0,4,1,2,0,18,4
ASV_1384,0,3,16,4,2,0,8,0,12,9
ASV_1385,0,0,25,0,0,1,5,0,18,5
ASV_1386,0,0,17,0,7,8,2,0,13,7
ASV_1387,0,0,7,5,8,3,11,1,10,9
ASV_1388,0,0,3,2,2,36,7,1,0,3
ASV_1389,0,0,0,21,33,0,0,0,0,0
ASV_1390,16,1,0,0,0,3,2,30,1,0
ASV_1391,12,4,0,2,5,4,1,23,0,2
ASV_1392,11,7,2,4,12,4,0,12,1,0
ASV_1393,10,0,3,0,0,23,7,7,3,0
ASV_1394,8,17,0,0,0,0,0,28,0,0
ASV_1395,7,27,0,6,5,0,0,8,0,0
ASV_1396,6,1,1,0,3,20,6,13,0,3
ASV_1397,5,3,2,6,9,12,7,1,3,5
ASV_1398,4,2,5,2,10,8,4,2,1,15
ASV_1399,1,5,0,1,38,0,0,8,0,0
ASV_1400,1,5,0,4,7,15,15,4,0,2
ASV_1401,0,1,1,10,27,8,2,0,1,3
ASV_1402,0,0,31,0,0,0,3,0,12,7
ASV_1403,0,0,22,0,2,0,8,0,21,0
ASV_1404,0,0,21,0,1,0,0,0,21,10
ASV_1405,0,0,0,8,45,0,0,0,0,0
ASV_1406,22,1,0,0,1,0,0,28,0,0
ASV_1407,19,5,2,0,1,2,1,15,6,1
ASV_1408,18,6,0,2,8,3,1,12,0,2
ASV_1409,14,23,0,0,0,0,0,15,0,0
ASV_1410,13,2,0,2,3,4,1,24,3,0
ASV_1411,12,13,0,7,4,0,0,16,0,0
ASV_1412,12,10,1,4,12,2,0,11,0,0
ASV_1413,11,9,0,19,9,1,0,3,0,0
ASV_1414,9,2,2,9,9,2,6,12,1,0
ASV_1415,9,3,1,2,8,7,11,6,1,4
ASV_1416,9,4,0,8,5,6,1,19,0,0
ASV_1417,8,5,6,1,1,3,6,6,11,5
ASV_1418,8,6,0,11,16,2,3,4,1,1
ASV_1419,7,1,0,5,23,1,5,10,0,0
ASV_1420,6,11,2,5,6,8,3,8,2,1
ASV_1421,5,4,4,5,20,4,4,1,2,3
ASV_1422,4,2,2,0,0,2,21,12,9,0
ASV_1423,4,3,1,4,7,4,12,16,0,1
ASV_1424,4,1,0,0,27,3,3,14,0,0
ASV_1425,3,2,4,0,0,1,37,4,1,0
ASV_1426,3,3,6,0,1,4,7,6,14,8
ASV_1427,2,0,7,2,0,0,4,0,20,17
ASV_1428,2,1,6,5,21,1,9,5,2,0
ASV_1429,1,3,8,1,5,10,5,6,9,4
ASV_1430,1,4,1,5,2,15,6,0,2,16
ASV_1431,0,3,3,2,17,2,6,18,1,0
ASV_1432,0,0,23,0,18,0,5,0,4,2
ASV_1433,0,0,19,0,0,0,8,0,17,8
ASV_1434,0,0,17,0,3,0,5,0,21,6
ASV_1435,0,0,8,0,0,13,13,0,14,4
ASV_1436,0,0,8,12,20,0,6,1,2,3
ASV_1437,0,0,0,24,28,0,0,0,0,0
ASV_1438,13,5,1,2,9,1,1,17,2,0
ASV_1439,11,4,1,3,3,13,2,10,2,2
ASV_1440,11,5,0,3,16,7,6,2,1,0
ASV_1441,8,13,1,5,7,0,3,12,1,1
ASV_1442,8,5,4,6,17,0,0,9,2,0
ASV_1443,7,5,3,4,6,3,14,8,1,0
ASV_1444,7,1,0,1,2,20,6,14,0,0
ASV_1445,6,0,9,2,1,2,7,0,9,15
ASV_1446,6,2,5,2,6,14,10,4,1,1
ASV_1447,5,2,5,9,5,7,14,1,1,2
ASV_1448,5,1,1,10,27,1,5,0,0,1
ASV_1449,4,1,8,0,0,2,14,4,9,9
ASV_1450,3,5,1,8,22,4,0,7,1,0
ASV_1451,2,1,3,9,25,4,3,2,2,0
ASV_1452,2,5,2,1,14,9,2,16,0,0
ASV_1453,2,4,4,11,21,0,1,4,1,3
ASV_1454,2,1,7,8,23,5,0,1,4,0
ASV_1455,1,0,3,0,5,27,2,4,2,7
ASV_1456,1,4,0,3,13,18,2,8,2,0
ASV_1457,0,2,12,5,18,1,1,1,8,3
ASV_1458,0,2,10,1,1,13,17,1,5,1
ASV_1459,0,0,5,0,2,8,9,2,20,5
ASV_1460,0,0,1,8,28,0,9,0,2,3
ASV_1461,14,4,0,9,9,0,2,12,0,0
ASV_1462,13,2,0,3,9,0,0,21,1,1
ASV_1463,13,6,0,7,4,3,0,17,0,0
ASV_1464,13,10,1,7,2,1,0,15,1,0
ASV_1465,8,3,10,1,0,1,8,5,5,9
ASV_1466,7,3,0,3,7,2,11,17,0,0
ASV_1467,7,4,2,7,10,9,3,6,2,0
ASV_1468,6,7,0,13,15,0,0,9,0,0
ASV_1469,5,3,0,5,36,0,0,1,0,0
ASV_1470,5,3,1,3,7,5,7,12,6,1
ASV_1471,4,1,0,1,24,9,8,3,0,0
ASV_1472,4,4,1,3,2,18,10,5,3,0
ASV_1473,3,1,6,0,0,17,12,5,5,1
ASV_1474,3,1,2,4,27,0,0,10,1,2
ASV_1475,2,0,7,1,1,13,5,4,15,2
ASV_1476,2,4,1,2,26,5,8,2,0,0
ASV_1477,1,2,2,1,6,12,18,5,2,1
ASV_1478,1,24,0,17,4,0,0,4,0,0
ASV_1479,0,4,5,1,0,0,6,0,30,4
ASV_1480,0,1,11,0,4,0,6,2,21,5
ASV_1481,0,0,14,2,11,9,3,0,7,4
ASV_1482,0,0,1,7,40,0,0,1,1,0
ASV_1483,0,0,0,22,28,0,0,0,0,0
ASV_1484,25,0,2,0,0,0,0,22,0,0
ASV_1485,20,5,0,0,4,4,4,11,0,1
ASV_1486,15,1,1,0,0,11,6,8,2,5
ASV_1487,13,5,6,1,10,1,5,3,3,2
ASV_1488,11,3,5,7,3,10,1,8,1,0
ASV_1489,9,1,2,2,11,12,5,4,3,0
ASV_1490,9,1,5,0,6,6,0,15,4,3
ASV_1491,9,2,5,9,2,2,3,4,10,3
ASV_1492,8,3,7,3,6,9,3,6,4,0
ASV_1493,8,4,2,4,5,1,15,9,0,1
ASV_1494,7,6,4,0,25,4,1,2,0,0
ASV_1495,7,10,2,7,8,3,5,6,1,0
ASV_1496,7,5,0,2,4,4,10,9,5,3
ASV_1497,7,4,8,6,0,5,2,15,1,1
ASV_1498,7,2,13,1,2,0,10,6,6,2
ASV_1499,6,2,1,14,12,4,1,7,1,1
ASV_1500,6,1,5,0,2,7,2,6,8,12
ASV_1501,4,2,5,10,15,7,3,2,0,1
ASV_1502,4,13,0,12,13,0,1,5,1,0
ASV_1503,4,22,0,0,2,1,0,20,0,0
ASV_1504,4,24,3,2,0,6,0,6,2,2
ASV_1505,4,3,0,0,1,36,4,1,0,0
ASV_1506,4,6,3,2,3,7,9,11,4,0
ASV_1507,3,6,1,7,8,5,13,3,1,2
ASV_1508,2,5,3,4,17,11,0,1,0,6
ASV_1509,1,6,1,16,17,1,1,5,0,1
ASV_1510,0,25,4,10,9,0,0,0,0,1
ASV_1511,0,2,10,1,2,3,3,0,20,8
ASV_1512,0,1,0,7,26,0,4,9,0,2
ASV_1513,23,3,0,3,1,4,0,13,1,0
ASV_1514,17,9,0,4,2,0,1,14,0,1
ASV_1515,15,1,1,1,1,1,17,5,1,5
ASV_1516,13,0,3,0,0,10,8,8,3,3
ASV_1517,12,6,0,3,2,11,5,8,0,1
ASV_1518,11,1,1,3,3,7,3,15,3,1
ASV_1519,11,3,1,8,15,2,1,6,0,1
ASV_1520,10,11,1,8,1,0,2,15,0,0
ASV_1521,6,2,5,3,4,4,4,3,16,1
ASV_1522,6,6,0,14,17,0,0,5,0,0
ASV_1523,5,11,7,3,7,0,1,11,2,1
ASV_1524,5,3,5,3,1,6,16,7,0,2
ASV_1525,4,0,2,0,0,15,10,8,7,2
ASV_1526,4,1,4,1,6,13,2,14,3,0
ASV_1527,4,1,2,2,12,5,15,3,2,2
ASV_1528,3,1,2,3,4,6,18,3,4,4
ASV_1529,2,5,4,0,3,5,6,11,5,7
ASV_1530,0,5,20,3,1,0,1,2,6,10
ASV_1531,0,5,8,4,31,0,0,0,0,0
ASV_1532,0,2,1,19,22,2,0,1,1,0
ASV_1533,13,11,1,11,3,0,0,4,1,3
ASV_1534,12,17,0,1,2,2,0,13,0,0
ASV_1535,12,7,0,3,10,0,2,12,1,0
ASV_1536,11,1,1,8,17,1,2,6,0,0
ASV_1537,11,0,2,1,4,1,1,23,3,1
ASV_1538,11,1,3,1,1,5,10,12,3,0
ASV_1539,10,3,5,2,1,3,7,16,0,0
ASV_1540,9,9,1,12,11,0,1,4,0,0
ASV_1541,9,6,0,3,11,3,3,12,0,0
ASV_1542,8,5,3,1,1,13,10,2,0,4
ASV_1543,7,0,2,3,8,9,2,9,5,2
ASV_1544,5,1,3,2,8,17,0,6,5,0
ASV_1545,4,2,4,2,12,4,14,4,0,1
ASV_1546,4,1,5,0,2,4,0,23,7,1
ASV_1547,4,4,1,7,7,3,8,7,2,4
ASV_1548,2,3,5,0,14,6,3,6,8,0
ASV_1549,1,8,0,1,30,0,0,6,0,1
ASV_1550,1,2,3,6,25,1,3,1,5,0
ASV_1551,1,2,4,6,28,2,0,0,4,0
ASV_1552,1,0,0,16,28,0,0,2,0,0
ASV_1553,0,1,1,14,28,1,1,1,0,0
ASV_1554,0,0,15,0,0,1,1,0,28,2
ASV_1555,0,0,12,0,0,13,10,0,9,3
ASV_1556,0,0,9,0,0,0,0,0,36,2
ASV_1557,0,0,7,5,25,0,1,0,5,4
ASV_1558,27,3,0,5,2,0,0,9,0,0
ASV_1559,14,3,4,1,6,5,3,5,4,1
ASV_1560,13,7,1,3,3,0,4,13,1,1
ASV_1561,11,0,9,1,0,4,8,4,7,2
ASV_1562,9,6,0,9,8,0,0,14,0,0
ASV_1563,9,5,3,8,11,0,0,9,0,1
ASV_1564,8,6,3,1,13,3,2,9,0,1
ASV_1565,6,3,0,8,13,3,4,5,2,2
ASV_1566,4,0,1,1,10,9,13,7,1,0
ASV_1567,3,1,8,4,3,5,4,6,10,2
ASV_1568,3,5,3,9,15,2,4,3,2,0
ASV_1569,2,0,4,1,0,23,8,3,3,2
ASV_1570,2,1,0,12,14,2,0,15,0,0
ASV_1571,2,1,0,0,0,31,10,1,1,0
ASV_1572,1,1,1,15,2,24,0,0,0,2
ASV_1573,1,2,8,5,2,9,7,4,3,5
ASV_1574,1,3,6,4,6,10,3,2,11,0
